Neuron_number,Layers_number,Dropout_rate,LearningRate,Neuron_number_change,Loss,Accuracy
12,3,0.3,0.05,flat,0.2884955406188965,0.8333333134651184
12,3,0.3,0.1,flat,0.5330246686935425,0.9444444179534912
12,3,0.3,0.15,flat,0.1976822018623352,1.0
12,3,0.3,0.2,flat,1.0491852760314941,0.5
13,3,0.1,0.05,flat,0.767460286617279,0.6666666865348816
13,3,0.1,0.1,flat,0.07006538659334183,1.0
13,3,0.1,0.15,flat,0.3275817334651947,1.0
13,3,0.1,0.2,flat,1.4494109153747559,0.6666666865348816
13,3,0.2,0.05,flat,0.4187156558036804,0.8888888955116272
13,3,0.2,0.1,flat,0.5344540476799011,0.7777777910232544
13,3,0.2,0.15,flat,1.0584405660629272,0.5
13,3,0.2,0.2,flat,0.7492047548294067,0.4444444477558136
13,3,0.3,0.05,flat,0.39375242590904236,1.0
13,3,0.3,0.1,flat,0.13510973751544952,1.0
13,3,0.3,0.15,flat,0.21940897405147552,0.9444444179534912
13,3,0.3,0.2,flat,0.9104099273681641,0.8333333134651184
